"","cap-shape","cap-surface","cap-color","bruises","odor","gill-attachment","gill-spacing","gill-size","gill-color","stalk-shape","stalk-root","stalk-surface-above-ring","stalk-surface-below-ring","stalk-color-above-ring","stalk-color-below-ring","veil-type","veil-color","ring-number","ring-type","spore-print-color","population","class"
"1764","x","f","n","t","n","f","c","b","n","t","b","s","s","w","w","p","w","o","p","k","y","e"
"1765","x","s","w","f","n","f","w","b","p","t","e","f","f","w","w","p","w","o","e","n","s","e"
"1766","x","s","w","t","p","f","c","n","n","e","e","s","s","w","w","p","w","o","p","n","s","p"
"1767","f","s","g","f","n","f","w","b","n","t","e","s","f","w","w","p","w","o","e","n","a","e"
"1768","x","s","n","f","n","f","w","b","k","t","e","s","s","w","w","p","w","o","e","n","s","e"
"1771","x","s","g","f","n","f","w","b","k","t","e","f","f","w","w","p","w","o","e","k","a","e"
"1772","x","f","n","f","n","f","w","b","h","t","e","f","s","w","w","p","w","o","e","k","a","e"
"1773","x","f","w","f","n","f","w","b","k","t","e","s","s","w","w","p","w","o","e","k","a","e"
"1774","x","y","y","t","a","f","c","b","k","e","c","s","s","w","w","p","w","o","p","n","s","e"
"1775","x","f","n","t","n","f","c","b","p","t","b","s","s","g","w","p","w","o","p","k","y","e"
"1776","x","f","w","f","n","f","w","b","p","t","e","s","s","w","w","p","w","o","e","k","a","e"
"1777","x","f","w","f","n","f","w","b","n","t","e","f","s","w","w","p","w","o","e","k","a","e"
"1778","f","s","n","t","p","f","c","n","n","e","e","s","s","w","w","p","w","o","p","n","s","p"
"1779","f","s","w","t","p","f","c","n","k","e","e","s","s","w","w","p","w","o","p","k","v","p"
"1782","f","s","n","f","n","f","w","b","p","t","e","f","f","w","w","p","w","o","e","k","s","e"
"1783","x","s","w","f","n","f","w","b","k","t","e","f","s","w","w","p","w","o","e","k","a","e"
"1784","f","s","w","t","p","f","c","n","w","e","e","s","s","w","w","p","w","o","p","k","s","p"
"1785","b","s","y","t","a","f","c","b","k","e","c","s","s","w","w","p","w","o","p","n","s","e"
"1787","f","y","n","t","p","f","c","n","n","e","e","s","s","w","w","p","w","o","p","k","s","p"
"1788","x","s","g","f","n","f","w","b","h","t","e","f","f","w","w","p","w","o","e","k","a","e"
"1789","x","s","g","f","n","f","w","b","k","t","e","s","f","w","w","p","w","o","e","n","s","e"
"1790","x","s","w","f","n","f","w","b","n","t","e","f","s","w","w","p","w","o","e","k","s","e"
"1792","f","s","w","f","n","f","w","b","k","t","e","f","f","w","w","p","w","o","e","k","a","e"
"1794","f","f","n","f","n","f","w","b","p","t","e","s","s","w","w","p","w","o","e","n","s","e"
"1795","x","f","n","f","n","f","w","b","p","t","e","f","f","w","w","p","w","o","e","n","a","e"
"1796","f","y","n","t","p","f","c","n","k","e","e","s","s","w","w","p","w","o","p","k","v","p"
"1797","x","f","w","f","n","f","w","b","p","t","e","s","f","w","w","p","w","o","e","n","s","e"
"1798","f","s","w","f","n","f","w","b","p","t","e","f","s","w","w","p","w","o","e","n","a","e"
"1799","f","y","w","t","p","f","c","n","k","e","e","s","s","w","w","p","w","o","p","k","v","p"
"1800","f","s","g","f","n","f","w","b","p","t","e","s","f","w","w","p","w","o","e","k","a","e"
"1801","f","y","n","t","n","f","c","b","w","t","b","s","s","w","g","p","w","o","p","n","v","e"
"1802","x","f","g","f","n","f","w","b","h","t","e","s","f","w","w","p","w","o","e","n","a","e"
"1804","x","y","n","t","n","f","c","b","p","t","b","s","s","p","w","p","w","o","p","n","v","e"
"1807","f","s","g","f","n","f","w","b","h","t","e","f","s","w","w","p","w","o","e","n","s","e"
"1808","x","f","g","t","n","f","c","b","u","t","b","s","s","p","p","p","w","o","p","n","y","e"
"1809","x","y","g","t","n","f","c","b","p","t","b","s","s","g","p","p","w","o","p","k","y","e"
"1811","f","s","n","t","p","f","c","n","n","e","e","s","s","w","w","p","w","o","p","n","s","p"
"1813","x","s","n","t","p","f","c","n","n","e","e","s","s","w","w","p","w","o","p","k","v","p"
"1814","x","s","w","t","a","f","c","b","n","e","c","s","s","w","w","p","w","o","p","n","s","e"
"1815","x","s","w","f","n","f","w","b","h","t","e","s","s","w","w","p","w","o","e","k","a","e"
"1817","x","f","g","f","f","f","c","b","h","e","b","k","k","n","b","p","w","o","l","h","y","p"
"1818","f","s","n","f","n","f","w","b","k","t","e","f","s","w","w","p","w","o","e","n","a","e"
"1819","f","s","w","f","n","f","w","b","p","t","e","f","f","w","w","p","w","o","e","n","s","e"
"1820","x","f","n","t","n","f","c","b","p","t","b","s","s","g","g","p","w","o","p","k","v","e"
"1821","f","s","n","f","n","f","w","b","h","t","e","s","s","w","w","p","w","o","e","k","s","e"
"1822","x","f","n","f","n","f","w","b","h","t","e","s","f","w","w","p","w","o","e","k","s","e"
"1824","f","f","n","t","n","f","c","b","p","t","b","s","s","p","g","p","w","o","p","n","y","e"
"1825","x","y","w","t","l","f","c","b","k","e","c","s","s","w","w","p","w","o","p","n","n","e"
"1826","f","f","g","f","n","f","w","b","n","t","e","f","s","w","w","p","w","o","e","k","s","e"
"1827","x","y","e","t","n","f","c","b","n","t","b","s","s","w","g","p","w","o","p","n","v","e"
"1828","f","f","w","f","n","f","w","b","n","t","e","s","s","w","w","p","w","o","e","k","s","e"
"1829","x","s","g","f","n","f","w","b","p","t","e","f","s","w","w","p","w","o","e","n","a","e"
"1830","x","y","n","t","n","f","c","b","n","t","b","s","s","w","p","p","w","o","p","k","v","e"
"1831","x","y","g","t","n","f","c","b","w","t","b","s","s","w","g","p","w","o","p","n","y","e"
"1832","x","f","g","t","n","f","c","b","u","t","b","s","s","g","w","p","w","o","p","k","v","e"
"1833","f","s","w","f","n","f","w","b","n","t","e","f","s","w","w","p","w","o","e","n","a","e"
"1835","x","f","n","t","n","f","c","b","u","t","b","s","s","g","g","p","w","o","p","n","v","e"
"1837","x","y","n","t","n","f","c","b","w","t","b","s","s","p","g","p","w","o","p","n","y","e"
"1838","f","f","w","f","n","f","w","b","h","t","e","f","f","w","w","p","w","o","e","n","s","e"
"1840","x","s","g","f","n","f","w","b","n","t","e","s","f","w","w","p","w","o","e","k","s","e"
"1841","x","f","g","f","n","f","w","b","h","t","e","f","s","w","w","p","w","o","e","k","a","e"
"1842","f","f","w","f","n","f","w","b","p","t","e","s","s","w","w","p","w","o","e","n","a","e"
"1843","x","y","g","t","n","f","c","b","p","t","b","s","s","w","p","p","w","o","p","k","v","e"
"1845","x","y","e","t","n","f","c","b","p","t","b","s","s","p","g","p","w","o","p","k","v","e"
"1846","f","f","w","f","n","f","w","b","p","t","e","s","f","w","w","p","w","o","e","k","s","e"
"1847","f","s","g","f","n","f","w","b","h","t","e","f","s","w","w","p","w","o","e","n","a","e"
"1849","f","f","g","t","n","f","c","b","p","t","b","s","s","p","w","p","w","o","p","k","v","e"
"1850","x","f","n","t","n","f","c","b","w","t","b","s","s","g","w","p","w","o","p","k","v","e"
"1852","x","s","w","f","n","f","w","b","h","t","e","f","s","w","w","p","w","o","e","n","a","e"
"1853","x","f","e","t","n","f","c","b","w","t","b","s","s","w","g","p","w","o","p","n","v","e"
"1854","x","f","n","t","n","f","c","b","p","t","b","s","s","w","p","p","w","o","p","k","v","e"
"1855","x","f","g","t","n","f","c","b","u","t","b","s","s","w","w","p","w","o","p","k","y","e"
"1856","x","f","n","t","n","f","c","b","n","t","b","s","s","p","w","p","w","o","p","n","y","e"
"1857","x","f","y","t","a","f","w","n","w","t","b","s","s","w","w","p","w","o","p","n","v","e"
"1858","x","f","e","t","n","f","c","b","w","t","b","s","s","g","g","p","w","o","p","n","v","e"
"1859","f","s","w","t","p","f","c","n","w","e","e","s","s","w","w","p","w","o","p","n","v","p"
"1861","x","f","e","t","n","f","c","b","u","t","b","s","s","g","g","p","w","o","p","n","y","e"
"1862","x","y","n","t","n","f","c","b","w","t","b","s","s","p","p","p","w","o","p","k","v","e"
"1863","x","f","w","f","n","f","w","b","h","t","e","f","s","w","w","p","w","o","e","k","a","e"
"1864","x","f","g","t","n","f","c","b","w","t","b","s","s","p","w","p","w","o","p","n","y","e"
"1865","x","s","g","f","n","f","w","b","n","t","e","s","s","w","w","p","w","o","e","n","s","e"
"1866","x","y","e","t","n","f","c","b","w","t","b","s","s","p","g","p","w","o","p","n","y","e"
"1867","x","y","n","t","n","f","c","b","u","t","b","s","s","p","w","p","w","o","p","n","v","e"
"1869","x","s","n","f","n","f","w","b","n","t","e","s","f","w","w","p","w","o","e","k","a","e"
"1870","x","s","w","f","n","f","w","b","n","t","e","s","s","w","w","p","w","o","e","k","s","e"
"1872","f","f","e","t","n","f","c","b","n","t","b","s","s","p","g","p","w","o","p","n","y","e"
"1873","f","f","w","f","n","f","w","b","n","t","e","s","f","w","w","p","w","o","e","k","a","e"
"1874","f","f","g","f","n","f","w","b","k","t","e","s","s","w","w","p","w","o","e","k","a","e"
"1876","x","f","e","t","n","f","c","b","p","t","b","s","s","p","w","p","w","o","p","n","y","e"
"1877","x","y","g","t","n","f","c","b","u","t","b","s","s","w","w","p","w","o","p","n","v","e"
"1878","x","f","e","t","n","f","c","b","p","t","b","s","s","w","g","p","w","o","p","k","y","e"
"1880","x","s","w","f","n","f","w","b","n","t","e","s","s","w","w","p","w","o","e","k","a","e"
"1881","x","s","w","f","n","f","w","b","h","t","e","s","f","w","w","p","w","o","e","k","a","e"
"1882","x","f","w","f","n","f","w","b","k","t","e","s","s","w","w","p","w","o","e","n","a","e"
"1883","x","f","e","t","n","f","c","b","u","t","b","s","s","g","p","p","w","o","p","n","v","e"
"1885","f","f","n","t","n","f","c","b","w","t","b","s","s","g","p","p","w","o","p","k","v","e"
"1886","f","f","w","t","l","f","w","n","p","t","b","s","s","w","w","p","w","o","p","n","v","e"
"1887","f","f","w","f","n","f","w","b","k","t","e","f","f","w","w","p","w","o","e","k","a","e"
"1888","f","y","w","t","p","f","c","n","n","e","e","s","s","w","w","p","w","o","p","k","s","p"
"1890","x","f","n","t","n","f","c","b","w","t","b","s","s","w","g","p","w","o","p","n","v","e"
"1892","x","f","w","f","n","f","w","b","h","t","e","f","f","w","w","p","w","o","e","n","a","e"
"1894","x","f","n","f","n","f","w","b","n","t","e","s","s","w","w","p","w","o","e","n","a","e"
"1895","x","s","g","f","n","f","w","b","h","t","e","s","s","w","w","p","w","o","e","n","a","e"
"1897","x","f","n","t","n","f","c","b","u","t","b","s","s","p","p","p","w","o","p","n","y","e"
"1899","f","s","n","f","n","f","w","b","n","t","e","f","f","w","w","p","w","o","e","k","a","e"
"1900","x","s","g","f","n","f","w","b","p","t","e","f","s","w","w","p","w","o","e","n","s","e"
"1901","f","f","g","t","n","f","c","b","n","t","b","s","s","p","w","p","w","o","p","k","y","e"
"1902","x","s","w","f","n","f","w","b","h","t","e","f","f","w","w","p","w","o","e","n","a","e"
"1904","f","s","w","f","n","f","w","b","h","t","e","f","s","w","w","p","w","o","e","k","s","e"
"1905","x","f","g","f","n","f","w","b","k","t","e","s","s","w","w","p","w","o","e","n","s","e"
"1906","f","f","n","f","n","f","w","b","k","t","e","s","s","w","w","p","w","o","e","n","a","e"
"1907","f","f","n","f","n","f","w","b","p","t","e","f","f","w","w","p","w","o","e","k","a","e"
"1908","x","f","n","t","n","f","c","b","w","t","b","s","s","w","p","p","w","o","p","n","v","e"
"1910","f","s","w","f","n","f","w","b","n","t","e","f","f","w","w","p","w","o","e","n","s","e"
"1911","x","y","e","t","n","f","c","b","p","t","b","s","s","g","w","p","w","o","p","k","v","e"
"1912","x","y","g","t","n","f","c","b","u","t","b","s","s","g","g","p","w","o","p","k","v","e"
"1913","x","y","e","t","n","f","c","b","n","t","b","s","s","g","p","p","w","o","p","k","v","e"
"1914","x","f","g","f","n","f","w","b","h","t","e","s","s","w","w","p","w","o","e","k","s","e"
"1917","f","y","w","t","p","f","c","n","w","e","e","s","s","w","w","p","w","o","p","k","v","p"
"1919","f","f","n","f","n","f","w","b","k","t","e","s","f","w","w","p","w","o","e","k","s","e"
"1920","f","f","n","t","n","f","c","b","p","t","b","s","s","g","w","p","w","o","p","k","v","e"
"1922","f","f","g","f","n","f","w","b","p","t","e","s","s","w","w","p","w","o","e","n","a","e"
"1923","x","f","n","f","n","f","w","b","n","t","e","f","s","w","w","p","w","o","e","k","s","e"
"1924","x","f","g","f","n","f","w","b","h","t","e","f","f","w","w","p","w","o","e","n","s","e"
"1925","x","y","e","t","n","f","c","b","w","t","b","s","s","g","w","p","w","o","p","n","v","e"
"1927","x","f","n","f","n","f","w","b","p","t","e","s","f","w","w","p","w","o","e","k","s","e"
"1928","x","f","n","f","n","f","w","b","p","t","e","s","f","w","w","p","w","o","e","k","a","e"
"1929","f","s","w","f","n","f","w","b","h","t","e","s","f","w","w","p","w","o","e","k","s","e"
"1930","f","s","g","f","n","f","w","b","p","t","e","s","s","w","w","p","w","o","e","k","s","e"
"1931","f","y","w","t","p","f","c","n","w","e","e","s","s","w","w","p","w","o","p","k","s","p"
"1933","x","f","n","t","n","f","c","b","w","t","b","s","s","g","w","p","w","o","p","n","v","e"
"1934","f","f","g","f","n","f","w","b","k","t","e","f","f","w","w","p","w","o","e","k","a","e"
"1935","x","f","n","f","n","f","w","b","k","t","e","f","s","w","w","p","w","o","e","n","s","e"
"1936","x","s","n","f","n","f","w","b","k","t","e","s","f","w","w","p","w","o","e","n","s","e"
"1937","f","s","w","t","l","f","w","n","n","t","b","s","s","w","w","p","w","o","p","u","v","e"
"1938","x","f","w","f","n","f","w","b","h","t","e","s","s","w","w","p","w","o","e","n","a","e"
"1939","x","s","w","f","n","f","w","b","h","t","e","f","s","w","w","p","w","o","e","k","a","e"
"1940","x","s","g","f","n","f","w","b","k","t","e","f","s","w","w","p","w","o","e","k","s","e"
"1944","f","f","w","f","n","f","w","b","k","t","e","s","s","w","w","p","w","o","e","k","s","e"
"1945","f","s","n","f","n","f","w","b","n","t","e","f","s","w","w","p","w","o","e","n","s","e"
"1947","f","f","n","f","n","f","w","b","p","t","e","f","f","w","w","p","w","o","e","n","s","e"
"1948","x","y","g","t","n","f","c","b","w","t","b","s","s","g","g","p","w","o","p","n","y","e"
"1949","x","y","g","t","n","f","c","b","n","t","b","s","s","g","g","p","w","o","p","n","v","e"
"1950","x","f","g","f","n","f","w","b","p","t","e","s","s","w","w","p","w","o","e","n","a","e"
"1951","x","f","g","t","n","f","c","b","w","t","b","s","s","p","p","p","w","o","p","n","v","e"
"1952","x","y","e","t","n","f","c","b","u","t","b","s","s","p","p","p","w","o","p","n","v","e"
"1953","x","f","g","t","n","f","c","b","p","t","b","s","s","g","p","p","w","o","p","k","y","e"
"1955","x","f","n","t","n","f","c","b","p","t","b","s","s","p","g","p","w","o","p","k","v","e"
"1956","x","s","w","t","p","f","c","n","p","e","e","s","s","w","w","p","w","o","p","k","v","p"
"1958","x","y","n","t","n","f","c","b","w","t","b","s","s","p","p","p","w","o","p","n","v","e"
"1959","x","f","g","t","n","f","c","b","p","t","b","s","s","w","g","p","w","o","p","n","y","e"
"1960","f","y","n","t","p","f","c","n","w","e","e","s","s","w","w","p","w","o","p","n","s","p"
"1961","x","f","g","t","n","f","c","b","u","t","b","s","s","w","g","p","w","o","p","k","y","e"
"1962","x","f","g","f","n","f","w","b","h","t","e","s","f","w","w","p","w","o","e","k","s","e"
"1963","x","f","e","t","n","f","c","b","u","t","b","s","s","g","g","p","w","o","p","k","v","e"
"1964","f","f","n","f","n","f","w","b","k","t","e","f","s","w","w","p","w","o","e","n","s","e"
"1965","f","s","w","f","n","f","w","b","h","t","e","f","f","w","w","p","w","o","e","n","a","e"
"1966","f","s","n","f","n","f","w","b","p","t","e","s","s","w","w","p","w","o","e","k","s","e"
"1967","x","y","e","t","n","f","c","b","w","t","b","s","s","w","g","p","w","o","p","n","v","e"
"1968","f","s","n","f","n","f","w","b","k","t","e","f","f","w","w","p","w","o","e","k","s","e"
"1969","f","f","n","t","n","f","c","b","n","t","b","s","s","p","p","p","w","o","p","n","v","e"
"1970","f","s","w","f","n","f","w","b","h","t","e","s","s","w","w","p","w","o","e","k","s","e"
"1971","x","f","n","f","n","f","w","b","k","t","e","f","f","w","w","p","w","o","e","k","a","e"
"1973","x","s","n","t","p","f","c","n","w","e","e","s","s","w","w","p","w","o","p","k","v","p"
"1974","x","f","n","t","n","f","c","b","p","t","b","s","s","w","w","p","w","o","p","k","y","e"
"1975","f","s","n","f","n","f","w","b","k","t","e","f","s","w","w","p","w","o","e","n","s","e"
"1976","f","y","w","t","p","f","c","n","n","e","e","s","s","w","w","p","w","o","p","n","s","p"
"1977","x","f","n","t","n","f","c","b","n","t","b","s","s","p","g","p","w","o","p","n","v","e"
"1978","x","f","g","t","n","f","c","b","u","t","b","s","s","w","p","p","w","o","p","n","y","e"
"1979","f","f","n","f","n","f","w","b","p","t","e","f","f","w","w","p","w","o","e","n","a","e"
"1980","x","f","e","t","n","f","c","b","p","t","b","s","s","g","g","p","w","o","p","k","v","e"
"1981","f","f","w","f","n","f","w","b","p","t","e","s","s","w","w","p","w","o","e","n","s","e"
"1982","x","f","w","f","n","f","w","b","h","t","e","f","f","w","w","p","w","o","e","k","s","e"
"1983","x","y","w","t","l","f","c","b","k","e","c","s","s","w","w","p","w","o","p","k","n","e"
"1984","x","s","w","f","n","f","w","b","p","t","e","f","s","w","w","p","w","o","e","n","s","e"
"1985","x","y","g","t","n","f","c","b","u","t","b","s","s","p","g","p","w","o","p","n","v","e"
"1986","x","f","g","t","n","f","c","b","n","t","b","s","s","g","w","p","w","o","p","k","y","e"
"1987","x","s","g","f","n","f","w","b","n","t","e","f","s","w","w","p","w","o","e","n","a","e"
"1988","f","y","w","t","p","f","c","n","n","e","e","s","s","w","w","p","w","o","p","n","s","p"
"1989","x","f","e","t","n","f","c","b","w","t","b","s","s","w","p","p","w","o","p","n","v","e"
"1990","f","s","n","t","p","f","c","n","n","e","e","s","s","w","w","p","w","o","p","k","s","p"
"1991","f","y","n","t","p","f","c","n","w","e","e","s","s","w","w","p","w","o","p","n","v","p"
"1993","f","s","n","f","n","f","w","b","h","t","e","s","f","w","w","p","w","o","e","n","a","e"
"1994","x","f","g","t","n","f","c","b","p","t","b","s","s","g","w","p","w","o","p","n","y","e"
"1995","x","f","n","f","n","f","w","b","h","t","e","s","f","w","w","p","w","o","e","k","a","e"
"1996","x","f","n","t","n","f","c","b","w","t","b","s","s","p","g","p","w","o","p","n","y","e"
"1998","f","f","n","f","n","f","w","b","p","t","e","s","f","w","w","p","w","o","e","k","a","e"
"2000","x","s","n","f","n","f","w","b","k","t","e","s","f","w","w","p","w","o","e","k","s","e"
"2001","x","f","n","t","n","f","c","b","w","t","b","s","s","g","g","p","w","o","p","n","v","e"
"2002","x","y","e","t","n","f","c","b","u","t","b","s","s","g","w","p","w","o","p","n","v","e"
"2003","f","s","n","f","n","f","w","b","k","t","e","f","f","w","w","p","w","o","e","k","a","e"
"2004","x","f","n","t","n","f","c","b","w","t","b","s","s","g","g","p","w","o","p","k","y","e"
